Employee ID,Employee Name,Age,Gender,Marital Status,Having Degree,Job Role,Department,Work From,Work To,Tenure,Salary,Bonus,Claims,Worked Project,No of Leaves,Distance,No of Parents,No of Children,No of Complaints,Reason to Leave,Churn
2601,659,8,0,1,1,18,4,1051,522,40,17,971,255,7,17,1031,0,0,3,7,1
2602,808,10,0,1,0,11,3,165,711,17,2,580,1876,2,5,1612,2,0,4,7,1
2603,1998,10,0,1,1,5,2,1001,1374,13,10,204,205,8,19,772,1,0,4,7,1
2604,61,3,1,0,0,21,6,2254,1679,11,2,538,675,5,1,450,0,3,0,0,0
2605,1342,10,0,1,0,9,3,1416,762,38,4,616,135,8,11,2688,1,0,3,7,1
2607,993,8,0,0,0,11,3,582,1396,20,2,447,1096,5,19,920,0,5,2,2,1
2608,576,22,0,0,0,21,6,1503,768,38,2,782,303,4,19,945,4,5,3,2,1
2609,2069,3,1,0,1,22,3,2193,1974,39,10,450,1156,4,7,1040,0,0,3,0,0
2610,2140,3,1,1,1,24,6,363,41,11,15,30,279,2,13,2614,1,0,1,0,0
2611,500,18,1,1,0,6,3,1328,983,2,2,582,2082,1,16,298,0,0,7,5,1
2612,1518,4,1,1,1,2,1,1078,1745,15,11,956,893,11,11,2615,2,0,5,5,1
2613,1257,0,0,1,0,9,3,328,90,39,4,519,1621,4,14,1081,1,0,1,0,0
2614,1335,27,1,1,0,20,6,306,1865,29,5,789,54,12,10,2135,1,0,1,5,1
2615,827,14,0,0,1,10,3,794,2254,25,16,1318,845,6,20,1395,0,3,2,2,1
2616,2265,1,1,1,0,12,1,558,159,33,3,377,1546,4,0,2348,1,0,2,3,1
2618,2291,18,0,1,0,21,6,610,2354,28,2,306,1094,12,10,1004,0,0,5,7,1
2619,1977,19,0,0,0,15,1,1203,1682,12,8,1064,2198,11,1,715,1,4,3,2,1
2620,1094,28,0,1,1,24,6,988,1263,10,15,964,2130,8,11,118,1,0,5,7,1
2621,1444,17,0,0,1,8,3,2206,2094,39,14,51,1243,10,13,386,0,2,1,2,1
2622,1614,5,0,0,0,9,3,2233,1490,11,4,534,362,5,3,2523,1,4,3,7,1
2623,1685,3,1,1,0,0,0,225,14,0,0,0,516,8,1,1762,0,0,0,1,1
2624,1885,17,1,0,0,3,6,1723,2085,5,6,820,678,11,5,1942,2,0,0,0,0
2625,1320,14,0,1,0,20,6,415,550,9,5,728,613,11,2,1392,2,0,3,7,1
2626,2072,16,1,0,0,20,6,225,146,42,5,707,122,0,8,700,1,2,2,0,0
2627,2367,30,0,1,0,6,3,1973,1799,41,2,715,265,9,2,1507,2,0,3,7,1
2629,2238,11,1,0,1,16,1,1208,1199,7,13,1270,147,12,8,1969,3,2,4,5,1
2630,2547,9,0,1,0,12,1,113,2320,36,3,573,1145,0,1,1192,2,0,5,7,1
2631,853,3,0,1,1,0,0,1952,1421,38,0,0,997,2,18,813,1,0,0,0,0
2632,1979,17,1,0,0,21,6,2023,1154,0,2,297,55,12,2,575,4,0,0,0,0
2633,323,23,0,1,0,9,3,2048,1434,33,4,471,127,12,0,2445,0,0,7,5,1
2634,1823,26,0,0,0,9,3,1846,1446,40,4,453,1869,2,16,2133,4,3,3,2,1
2635,1748,22,1,0,0,12,1,578,191,39,3,336,684,4,13,672,0,4,0,0,0
2636,2456,12,0,0,1,24,6,1834,1886,2,15,601,164,8,8,1093,2,3,2,2,1
2637,1042,15,0,1,1,4,1,797,215,22,1,146,1362,4,10,2412,0,0,3,7,1
2638,77,16,1,0,1,19,3,221,168,1,19,107,367,0,2,595,2,3,3,0,0
2641,1796,17,1,0,0,11,3,1627,1083,40,2,390,1185,0,5,1301,3,3,3,0,0
2642,508,28,1,1,0,11,3,255,1218,24,2,447,986,4,13,110,2,0,3,0,0
2643,2093,24,1,1,0,20,6,2214,1665,22,5,834,540,6,19,705,2,0,2,0,0
2644,136,6,0,1,0,0,0,1314,1737,10,0,0,168,11,10,1353,0,0,3,7,1
2645,331,15,0,1,0,12,1,1229,1482,9,3,632,1289,3,0,2372,2,0,4,7,1
2646,510,27,1,1,0,13,6,1114,2306,18,7,1134,1739,10,10,2710,0,0,0,0,0
2647,501,18,1,1,0,11,3,2293,1646,11,2,422,775,12,1,1204,0,0,1,0,0
2648,1641,8,1,1,0,3,6,2318,1982,33,6,750,1551,10,1,1039,0,0,5,5,1
2649,2387,5,0,1,1,0,0,884,1161,12,0,0,58,5,5,990,1,0,5,7,1
2650,491,5,0,0,1,23,4,2471,2324,33,21,181,1250,0,16,294,2,4,3,0,0
2652,361,7,1,1,0,15,1,1575,666,11,8,925,1057,1,13,285,1,0,3,5,1
2653,528,9,0,1,0,12,1,57,370,10,3,588,2031,1,10,1511,1,0,4,7,1
2654,2038,28,1,0,0,13,6,485,1843,27,7,1124,663,5,19,526,4,1,0,0,0
2655,321,21,1,1,0,13,6,267,1877,30,7,1026,644,7,19,1241,1,0,1,0,0
2656,1558,21,0,0,0,11,3,710,712,8,2,429,609,9,17,654,2,1,1,2,1
2657,1080,2,0,0,0,21,6,2240,1386,0,2,412,474,5,17,1780,3,5,2,0,0
2658,2173,29,0,0,0,3,6,2253,1973,38,6,806,465,8,8,1894,0,4,3,2,1
2659,1784,13,0,0,0,6,3,809,803,7,2,763,1118,8,16,881,4,0,3,2,1
2660,38,21,0,0,0,15,1,818,883,8,8,1076,1848,3,9,856,4,2,2,2,1
2661,1771,9,1,0,0,12,1,2184,1441,0,3,520,497,6,15,825,1,5,1,0,0
2663,1355,28,1,1,0,12,1,1640,1957,6,3,385,1538,0,3,368,2,0,2,0,0
2664,1128,5,0,0,0,11,3,109,123,2,2,423,925,2,18,98,2,5,1,6,1
2665,1533,9,1,1,1,19,3,1806,860,0,19,1259,796,7,11,1302,0,0,1,0,0
2666,175,26,0,0,0,15,1,1081,1708,15,8,828,1242,0,3,1510,1,4,1,2,1
2667,780,0,1,0,0,20,6,2231,1486,11,5,544,1645,1,13,2457,0,2,1,0,0
2668,2379,17,0,1,1,8,3,2351,1943,22,14,84,680,6,15,2569,1,0,3,7,1
2669,575,29,0,1,1,14,5,435,827,14,18,570,952,5,5,2656,2,0,3,7,1
2670,2376,21,0,1,0,13,6,1241,1125,5,7,692,97,1,5,220,0,0,3,7,1
2671,1052,13,1,0,0,0,0,1294,1496,8,0,0,1419,7,8,834,4,5,4,4,1
2672,2353,21,0,0,1,23,4,1247,911,2,21,1247,161,9,9,347,2,3,2,2,1
2674,2569,2,1,0,1,17,6,807,1348,15,12,908,1817,7,15,80,2,0,1,0,0
2675,126,7,0,0,0,20,6,869,383,41,5,631,1003,4,17,915,0,3,3,2,1
2676,1044,30,1,1,0,20,6,1303,724,40,5,836,694,5,9,2617,1,0,3,5,1
2677,833,16,1,0,0,12,1,206,1807,30,3,377,885,1,9,2460,0,2,1,0,0
2678,1043,5,0,1,0,12,1,2364,2200,38,3,546,333,10,1,2595,1,0,5,7,1
2679,1037,8,0,1,0,15,1,1348,697,38,8,959,686,8,0,2043,2,0,4,7,1
2680,2393,4,0,1,1,7,3,807,780,7,9,384,2100,12,20,1099,2,0,5,7,1
2681,1419,7,1,1,0,20,6,758,927,10,5,453,403,12,1,1014,0,0,3,0,0
2682,1747,25,0,1,0,12,1,21,348,12,3,343,1451,8,14,266,2,0,3,7,1
2683,2058,12,0,1,1,4,1,340,492,9,1,254,1245,5,8,1968,1,0,5,7,1
2685,2018,10,0,1,1,0,0,2207,2220,40,0,0,710,4,18,1259,2,0,4,7,1
2686,2020,16,0,1,0,21,6,399,1001,18,2,398,607,10,1,2254,1,0,4,7,1
2687,724,9,1,1,1,18,4,2146,1290,0,17,1,982,11,16,1088,1,0,2,0,0
2688,1525,1,0,0,1,0,0,98,125,2,0,0,645,10,17,2168,1,2,1,0,0
2689,1461,7,0,1,0,0,0,712,2325,26,0,0,2108,6,16,507,2,0,5,7,1
2690,739,8,1,0,0,13,6,741,1665,20,7,955,2152,12,4,1020,3,4,2,4,1
2691,342,20,1,1,0,6,3,2337,2282,39,2,638,1511,6,4,455,1,0,3,5,1
2692,725,13,1,0,0,6,3,777,2063,23,2,841,1540,5,7,2351,2,0,3,0,0
2693,1934,12,1,1,0,15,1,1392,2022,12,8,1006,131,9,2,750,2,0,7,5,1
2694,665,16,0,1,0,20,6,1041,877,4,5,871,615,0,10,534,0,0,5,7,1
2696,1203,30,0,1,0,13,6,500,213,40,7,1044,1167,11,19,793,0,0,5,7,1
2697,733,13,0,0,1,1,1,337,129,40,20,1168,324,11,18,1590,4,4,3,2,1
2698,715,18,0,1,0,12,1,546,207,40,3,495,777,9,18,2154,1,0,1,0,0
2699,1123,9,1,1,0,15,1,860,271,33,8,1170,1773,9,3,804,2,0,3,0,0
2700,515,8,1,0,1,17,6,68,150,3,12,536,531,9,20,1909,2,0,4,5,1
2701,230,1,0,1,0,6,3,377,1994,29,2,456,2089,8,18,2203,0,0,2,5,1
2702,1331,5,0,0,0,20,6,1502,1619,6,5,882,886,8,16,1052,0,0,4,7,1
2703,2136,0,0,1,1,7,3,1298,1572,8,9,926,1840,9,4,297,0,0,1,0,0
2704,482,26,0,1,1,14,5,691,173,22,18,419,529,9,7,79,2,0,4,7,1
2705,1660,24,0,1,0,6,3,2374,1839,11,2,542,1578,6,11,2577,2,0,4,7,1
2707,1210,3,1,1,0,15,1,2441,2076,11,8,952,2029,1,19,2253,0,0,2,0,0
2708,1299,18,0,0,0,15,1,240,566,13,8,1039,1354,10,10,2327,0,3,3,2,1
2709,1724,17,0,1,1,22,3,699,438,2,10,1084,936,10,16,374,2,0,3,7,1
2710,1241,1,1,1,1,8,3,1158,1628,12,14,285,2084,2,14,1023,2,0,3,5,1
2711,2487,6,0,1,0,0,0,1946,1135,11,0,0,513,5,20,2311,1,0,5,7,1
2712,1514,8,1,0,0,15,1,763,1783,20,8,1187,1466,8,20,1236,3,2,5,4,1
2713,326,18,0,0,0,9,3,1119,1746,14,4,633,601,5,6,418,4,4,3,2,1
2714,1921,16,1,1,0,3,6,1368,1632,8,6,595,1671,2,9,2593,2,0,1,5,1
2715,155,13,1,0,1,0,0,242,806,17,0,0,1747,1,5,1484,3,3,3,4,1
2716,2346,6,0,0,0,0,0,634,1605,21,0,0,1618,7,3,2050,3,5,3,2,1
2718,1813,23,0,1,0,6,3,1050,2360,19,2,806,731,1,14,999,1,0,4,7,1
2719,694,17,0,0,0,9,3,2444,2182,22,4,625,2194,6,9,2373,4,0,3,2,1
2720,1230,17,0,1,1,16,1,1562,923,39,13,1271,774,0,4,1480,0,0,3,7,1
2721,2526,17,0,0,1,22,3,1174,1288,8,10,974,1517,9,9,1468,4,3,2,2,1
2722,334,10,0,1,0,12,1,312,2310,32,3,454,224,1,10,2459,0,0,3,7,1
2723,2090,30,0,1,0,11,3,1541,759,22,2,278,889,2,5,1886,0,0,4,7,1
2724,1875,30,1,1,0,3,6,1839,2004,3,6,464,1713,12,11,2293,0,0,2,0,0
2725,2318,4,0,1,1,0,0,2078,1452,22,0,0,1864,2,12,857,0,0,4,7,1
2726,1931,5,1,0,0,0,0,1922,1007,0,0,0,1809,9,3,1545,1,4,7,5,1
2727,753,12,1,1,0,20,6,706,301,40,5,454,996,3,11,987,1,0,2,0,0
2729,1478,30,1,0,0,3,6,1933,1497,40,6,861,1256,2,7,1690,1,3,2,0,0
2730,2465,12,0,1,1,23,4,1356,632,33,21,948,2324,5,18,210,0,0,4,7,1
2731,1783,24,1,0,0,0,0,249,1376,26,0,0,1968,6,16,2242,2,4,4,5,1
2732,1654,13,0,0,1,16,1,401,2141,30,13,1203,951,0,4,2709,0,2,2,2,1
2733,597,9,0,0,0,20,6,1565,2193,9,5,472,1852,6,3,336,1,3,2,2,1
2734,1651,4,0,0,1,10,3,835,2312,24,16,941,1412,0,8,1563,0,3,4,7,1
2735,362,16,0,1,0,6,3,115,491,13,2,907,987,11,8,1279,0,0,4,7,1
2736,2256,16,1,0,0,6,3,786,555,4,2,816,310,11,7,917,1,0,3,0,0
2737,1540,17,0,1,0,11,3,2060,1321,22,2,582,1577,3,10,371,1,0,4,7,1
2738,744,16,1,0,0,3,6,58,1372,29,6,871,461,6,2,2204,0,4,2,5,1
2740,2231,19,1,1,0,13,6,2047,1847,41,7,1097,662,9,11,268,1,0,5,5,1
2741,1980,25,0,0,1,19,3,641,1596,21,19,87,72,6,3,1474,2,0,3,2,1
2742,814,16,1,1,1,14,5,2093,2154,42,18,845,108,10,3,2546,0,0,4,5,1
2743,2483,5,0,1,1,24,6,103,2,11,15,947,128,8,1,1476,0,0,3,7,1
2744,2498,7,0,1,0,11,3,679,918,13,2,534,876,6,20,800,2,0,3,7,1
2745,557,1,1,1,0,12,1,200,1192,24,3,547,2299,6,6,1609,2,0,2,3,1
2746,1711,22,0,0,0,6,3,1588,892,38,2,589,1243,7,14,2686,0,2,2,2,1
2747,1156,16,0,1,1,19,3,1668,1247,41,19,131,112,9,20,722,1,0,3,7,1
2748,598,27,1,1,0,6,3,1387,2235,14,2,925,788,2,14,1013,0,0,3,0,0
2749,1761,3,1,1,0,6,3,1526,1757,6,2,876,471,11,15,2044,0,0,0,3,1
3,2450,17,1,0,1,0,0,244,655,14,0,0,2078,1,18,291,0,3,0,0,0
4,1214,27,0,1,0,9,3,1844,1138,33,4,493,2100,9,14,1252,0,0,4,7,1
5,2515,21,0,1,0,0,0,692,619,6,0,0,2156,3,17,736,2,0,3,7,1
6,2313,26,0,1,0,3,6,1645,2224,8,6,779,1298,9,11,2560,1,0,5,7,1
7,832,15,0,1,0,11,3,1297,1443,7,2,634,281,9,13,2255,2,0,5,7,1
8,1034,28,0,1,1,14,5,1063,2133,18,18,416,1459,5,3,1975,1,0,4,7,1
9,1633,8,0,1,1,19,3,1980,1118,11,19,1299,1142,3,16,2270,1,0,4,7,1
10,1927,0,1,1,1,10,3,1138,1404,10,16,1250,2154,3,19,651,1,0,0,0,0
11,637,0,0,1,1,0,0,218,122,41,0,0,1776,7,5,1090,0,0,1,0,0
12,1555,0,0,0,0,21,6,390,1067,19,2,328,2309,7,14,921,2,2,2,0,0
14,103,18,1,1,1,0,0,1279,2273,16,0,0,179,12,19,460,1,0,3,0,0
15,2337,4,0,1,0,21,6,1191,2222,16,2,724,27,0,11,2705,1,0,3,7,1
16,699,23,0,1,0,21,6,1563,778,33,2,576,620,11,4,2583,2,0,3,7,1
17,2204,18,1,0,1,2,1,1707,884,11,11,706,1456,6,10,2549,1,3,1,0,0
18,1434,15,0,1,0,0,0,872,1209,13,0,0,1590,2,1,2306,0,0,5,7,1
19,344,11,1,1,0,13,6,1360,878,41,7,786,1677,10,8,1158,2,0,2,0,0
20,593,27,0,0,1,14,5,1089,1963,17,18,999,1903,10,8,236,1,4,1,2,1
21,396,13,0,0,1,23,4,140,414,10,21,1254,15,12,5,2534,3,1,3,2,1
22,459,21,0,1,0,21,6,548,800,13,2,489,387,4,10,2591,2,0,5,7,1
23,2496,13,1,0,0,3,6,1720,1354,41,6,461,2033,6,3,691,0,3,0,0,0
25,239,19,1,1,1,7,3,583,167,38,9,457,735,12,20,1077,1,0,5,5,1
26,1667,14,0,1,0,6,3,2171,2209,41,2,456,823,12,2,1605,1,0,4,7,1
27,43,14,1,0,1,23,4,1128,1388,10,21,60,857,5,19,1929,0,5,3,0,0
28,1403,15,0,1,1,24,6,211,665,16,15,1110,1267,11,19,1388,1,0,5,7,1
29,2351,29,0,0,0,6,3,79,882,21,2,600,1151,0,10,1386,2,5,3,2,1
30,2374,4,0,0,0,3,6,2045,2191,1,6,577,1203,10,11,707,2,3,5,7,1
31,913,5,1,1,0,3,6,580,1853,25,6,793,2054,6,4,627,0,0,3,0,0
32,923,22,0,0,0,6,3,1552,2282,10,2,535,1396,5,1,636,2,0,1,2,1
33,1922,14,0,1,0,21,6,772,2277,25,2,713,1601,5,6,112,0,0,4,7,1
34,1347,28,0,0,0,6,3,1876,1086,22,2,728,1079,5,7,953,0,5,2,2,1
36,623,16,1,1,1,22,3,15,1134,27,10,1123,2313,5,6,230,0,0,0,0,0
37,1186,4,0,1,1,14,5,696,501,4,18,1221,1729,7,11,2697,1,0,5,7,1
38,372,4,0,0,0,21,6,1003,1574,14,2,805,1223,11,15,1898,1,2,3,6,1
39,20,10,1,0,1,10,3,81,72,42,16,1274,2362,11,15,1922,4,3,3,5,1
40,2075,16,0,0,1,10,3,1631,2056,7,16,1199,491,4,8,669,0,5,3,2,1
41,1956,21,0,1,1,17,6,481,811,14,12,509,798,7,10,1286,0,0,5,7,1
42,1372,8,0,0,1,17,6,1560,1193,42,12,998,2122,9,15,2072,2,4,1,2,1
43,106,24,0,0,0,20,6,639,1650,21,5,577,677,7,19,583,2,0,2,2,1
44,1902,26,0,1,0,3,6,1183,1740,13,6,769,1909,9,19,1733,1,0,3,7,1
45,605,29,0,1,1,4,1,1033,1150,9,1,963,1083,4,3,2518,1,0,5,7,1
47,1662,12,0,1,0,6,3,425,1937,27,2,856,347,2,11,1491,2,0,4,7,1
48,301,21,0,1,0,12,1,2191,1531,11,3,315,621,0,17,1821,0,0,3,7,1
49,2031,4,0,1,0,6,3,1251,452,11,2,841,1505,1,19,613,1,0,5,7,1
50,1891,8,1,1,1,10,3,124,82,41,16,903,1545,8,5,1239,0,0,4,5,1
51,839,30,0,1,0,0,0,400,208,42,0,0,84,3,12,13,2,0,0,0,0
52,1466,0,0,1,0,9,3,998,1555,14,4,500,2258,0,17,2011,2,0,5,5,1
53,24,23,0,1,0,11,3,1803,859,0,2,302,2219,8,16,2584,2,0,3,7,1
54,241,22,1,0,1,8,3,26,9,38,14,783,1306,10,7,1414,1,5,3,0,0
55,696,12,1,1,1,14,5,1501,1661,6,18,1194,1330,6,13,222,1,0,1,0,0
56,2528,6,0,1,0,6,3,674,517,5,2,709,579,0,3,1514,2,0,5,7,1
58,1624,22,0,0,1,17,6,1684,2381,9,12,430,427,2,14,178,2,4,1,2,1
59,556,14,1,1,0,6,3,1961,1069,0,2,632,2013,3,3,1718,1,0,0,8,1
60,1718,13,1,1,0,21,6,1657,1111,39,2,489,632,3,20,292,1,0,1,3,1
61,777,18,0,1,1,0,0,1139,2231,17,0,0,970,3,15,1085,0,0,3,7,1
62,2118,1,0,0,0,11,3,844,1874,20,2,481,1176,11,15,1501,1,2,6,5,1
63,1460,26,1,1,0,21,6,820,794,7,2,563,194,4,1,26,1,0,1,0,0
64,1037,30,0,1,1,22,3,1108,906,4,10,1263,2123,0,5,2142,0,0,0,0,0
65,466,3,1,1,0,12,1,1850,952,0,3,467,650,12,17,1531,1,0,1,0,0
66,901,13,0,1,0,3,6,577,830,12,6,558,469,8,9,6,0,0,7,5,1
67,1010,10,1,0,1,5,2,1257,2325,16,10,1287,2103,0,9,2304,1,5,1,4,1
69,483,11,0,1,1,14,5,1843,2038,3,18,1130,71,12,12,237,2,0,5,7,1
70,537,27,0,1,0,0,0,2421,1955,11,0,0,1937,11,3,320,0,0,5,7,1
71,26,9,0,1,1,22,3,1930,2341,4,10,618,1762,7,19,1525,2,0,0,0,0
72,1828,9,0,1,0,20,6,466,2335,30,5,834,78,10,1,185,2,0,4,7,1
73,1682,2,0,1,0,6,3,1405,746,39,2,489,348,1,1,710,0,0,7,5,1
74,1384,30,0,1,1,14,5,2265,1762,22,18,762,1234,9,18,2172,2,0,5,7,1
75,1002,9,0,1,1,22,3,1686,2247,8,10,470,229,7,8,33,0,0,5,7,1
76,771,22,1,0,0,20,6,743,1809,21,5,882,1611,6,13,967,1,0,0,0,0
77,2538,26,0,1,0,20,6,2477,2134,22,5,595,1979,10,8,145,0,0,3,7,1
78,774,2,1,1,1,8,3,2211,1587,11,14,442,932,3,20,1321,1,0,3,0,0
80,1999,11,0,0,0,20,6,1682,761,0,5,818,2281,6,20,1281,4,4,1,2,1
81,1011,2,0,0,0,15,1,470,162,39,8,1080,890,2,10,1540,1,4,3,5,1
82,603,10,0,0,0,0,0,598,693,9,0,0,1901,11,9,1126,4,1,1,2,1
83,1928,30,0,1,0,3,6,737,907,12,6,713,2,12,17,608,1,0,3,5,1
84,2537,20,1,0,1,0,0,2057,1128,0,0,0,1780,10,11,451,3,0,3,5,1
85,1195,14,1,1,0,20,6,817,1411,16,5,786,724,4,2,358,0,0,3,5,1
86,2015,22,0,1,0,0,0,809,172,0,0,0,1320,2,9,787,2,0,5,7,1
87,1586,0,1,1,1,22,3,1459,857,40,10,491,667,7,9,603,2,0,2,0,0
88,1308,23,0,0,1,7,3,866,1145,13,9,591,2021,2,3,642,2,5,1,2,1
89,853,24,0,1,0,12,1,91,36,40,3,480,1256,4,8,2247,0,0,4,7,1
91,1776,8,0,1,0,20,6,1753,1044,33,5,480,1648,11,20,466,1,0,4,7,1
92,954,2,0,1,1,19,3,1497,1698,6,19,1282,717,10,17,2531,1,0,6,5,1
93,1361,9,0,0,0,12,1,313,1701,27,3,500,789,4,2,1965,1,0,4,6,1
94,2161,24,0,1,1,8,3,906,786,6,14,507,445,4,15,294,2,0,8,5,1
95,2255,1,1,0,0,11,3,1967,2372,4,2,271,1557,0,17,729,4,0,2,4,1
96,2287,25,0,1,0,11,3,243,1671,28,2,610,1417,4,14,421,2,0,3,7,1
97,582,30,1,0,0,11,3,862,364,40,2,573,2202,2,17,1567,1,5,1,0,0
98,479,0,0,1,0,15,1,1688,1099,39,8,1107,2114,0,7,2099,0,0,2,0,0
99,2551,24,0,1,0,9,3,1696,1914,5,4,467,1112,8,0,1990,0,0,3,7,1
100,1848,20,1,1,1,23,4,538,898,14,21,165,2262,9,0,2476,0,0,2,0,0
102,2299,18,0,0,0,6,3,2292,2097,39,2,549,1514,8,5,624,3,1,2,2,1
103,707,16,0,1,0,11,3,2438,2320,33,2,321,1996,4,2,387,1,0,4,7,1
104,379,21,0,0,0,20,6,2399,2246,38,5,875,1470,5,7,229,0,3,3,2,1
105,442,12,1,1,1,8,3,2376,2328,38,14,1281,145,2,6,180,1,0,0,0,0
106,1768,20,0,1,0,12,1,1667,2044,6,3,373,307,0,10,2466,1,0,3,7,1
107,2356,28,0,1,0,11,3,235,570,13,2,352,240,7,5,385,1,0,3,7,1
108,2218,10,0,1,1,5,2,1410,654,22,10,339,6,8,1,2539,0,0,4,7,1
109,935,7,1,0,1,22,3,2221,2292,41,10,395,1633,12,6,2215,1,1,1,0,0
110,1753,29,0,1,1,7,3,501,565,8,9,329,182,5,12,968,0,0,5,7,1
111,2246,8,1,0,1,18,4,925,2165,21,17,284,528,4,18,2169,4,4,6,5,1
114,452,12,0,0,1,18,4,1693,1186,40,17,1038,1573,2,5,758,4,2,2,2,1
115,1115,18,0,1,0,9,3,2036,1542,38,4,615,2104,7,17,1682,1,0,4,7,1
116,2247,23,1,1,1,19,3,1703,1830,4,19,927,1890,1,17,1622,1,0,2,0,0
117,273,1,0,1,0,3,6,286,79,38,6,657,2336,4,14,205,2,0,2,5,1
118,2073,11,0,0,0,21,6,1117,446,33,2,461,903,11,17,577,4,1,3,2,1
119,1453,14,0,0,0,3,6,554,166,39,6,648,669,1,8,1513,4,0,2,2,1
120,1594,19,0,0,0,12,1,2366,2044,33,3,463,1147,7,10,67,4,2,3,2,1
121,616,19,0,1,0,13,6,354,78,33,7,685,1647,11,11,2601,0,0,5,7,1
122,1088,25,0,1,1,0,0,299,344,6,0,0,1192,5,2,2192,2,0,3,7,1
123,1048,12,1,1,1,22,3,1456,2082,10,10,1171,1129,3,15,420,1,0,6,5,1
125,182,23,0,1,1,18,4,199,621,15,17,364,881,5,6,1134,1,0,5,7,1
126,1715,23,0,1,0,21,6,2396,1905,11,2,673,1585,2,3,946,2,0,5,7,1
127,335,7,0,1,1,8,3,1649,728,11,14,1157,59,6,13,2450,0,0,1,0,0
128,2145,10,1,1,0,13,6,381,336,4,7,949,2246,9,6,1152,0,0,1,0,0
129,1621,30,0,0,0,0,0,846,620,4,0,0,1549,7,5,1435,0,5,1,2,1
130,2281,4,0,1,0,21,6,531,189,40,2,345,1595,7,4,276,2,0,5,7,1
131,2132,30,1,1,0,6,3,1482,593,11,2,666,1016,7,18,2308,0,0,1,5,1
132,544,1,1,0,1,5,2,885,875,7,10,236,500,4,4,2350,0,4,1,4,1
133,2074,28,1,0,0,13,6,2269,1501,0,7,1072,1218,7,5,1681,1,4,0,0,0
134,1543,3,0,1,0,13,6,1331,2112,14,7,785,2072,4,9,2376,1,0,2,0,0
136,861,1,1,0,1,5,2,1000,602,1,10,173,1282,0,8,638,0,1,0,0,0
137,1974,2,1,1,1,2,1,1564,1043,40,11,663,1566,6,14,1415,0,0,5,5,1
138,1835,17,0,0,0,3,6,1044,703,1,6,826,483,11,4,468,2,2,3,2,1
139,1800,21,0,0,0,12,1,650,171,33,3,498,682,11,12,2034,0,1,3,6,1
140,1107,7,0,1,0,11,3,798,1234,15,2,530,1631,1,15,2251,2,0,5,7,1
141,473,9,0,0,0,13,6,1966,1889,42,7,965,273,10,6,1885,3,2,1,2,1
142,2055,2,0,0,1,10,3,1306,1212,5,16,475,831,6,11,1205,3,5,1,0,0
143,2165,14,0,1,1,5,2,1113,1941,15,10,1245,1952,8,19,2647,2,0,4,7,1
144,2222,14,0,0,0,9,3,1443,1614,7,4,546,2251,10,0,2118,4,4,1,2,1
145,675,6,1,1,1,18,4,2455,2027,11,17,403,2360,4,1,2032,1,0,7,5,1
147,1348,5,0,1,0,0,0,887,421,40,0,0,223,4,7,2379,0,0,4,7,1
148,2078,18,1,0,0,15,1,2447,2106,22,8,1170,2053,2,19,367,1,0,2,0,0
149,1754,15,0,1,1,0,0,1430,2042,10,0,0,1129,4,5,2574,2,0,5,7,1
150,2530,17,0,1,1,17,6,416,409,5,12,976,1379,11,11,1045,0,0,4,7,1
151,1521,11,0,0,0,13,6,1635,743,11,7,1090,109,1,6,676,0,0,5,7,1
152,2355,1,0,1,0,9,3,565,1842,25,4,471,536,0,16,1264,1,0,3,0,0
153,2501,1,0,1,0,12,1,1993,1623,40,3,383,1,2,13,438,1,0,4,5,1
154,451,4,0,0,0,9,3,980,451,40,4,530,1384,4,19,684,0,1,5,7,1
155,439,4,0,0,1,8,3,1767,1798,3,14,892,836,6,0,2042,1,1,4,7,1
156,1121,10,1,1,0,9,3,1530,1449,3,4,535,1360,4,19,325,0,0,1,0,0
158,1150,17,0,1,0,12,1,1637,868,33,3,562,2260,4,6,348,1,0,4,7,1
159,999,27,0,1,0,15,1,320,1088,20,8,1085,1252,5,14,1924,0,0,4,7,1
160,1874,30,0,1,0,3,6,689,1587,19,6,486,727,3,8,1082,2,0,3,7,1
161,1962,15,0,1,1,5,2,1353,1164,3,10,55,1841,10,17,1561,2,0,4,7,1
162,2466,24,0,1,0,3,6,2480,2002,11,6,808,286,5,2,2377,1,0,5,7,1
163,407,14,1,1,0,9,3,2273,2287,40,4,511,1043,2,7,2422,2,0,1,5,1
164,21,17,0,0,0,0,0,2197,1648,22,0,0,2075,3,9,1794,0,3,2,2,1
165,503,20,1,1,1,0,0,405,592,12,0,0,18,2,16,22,2,0,4,5,1
166,722,24,0,1,0,12,1,859,248,33,3,537,839,12,11,314,0,0,1,5,1
167,1438,18,0,1,1,1,1,160,104,42,20,66,85,7,17,1611,0,0,5,7,1
169,363,4,0,1,1,4,1,280,219,3,1,174,824,10,0,1251,1,0,3,7,1
170,2311,5,1,0,0,9,3,336,556,12,4,474,1777,2,19,92,1,0,1,5,1
171,2292,5,0,1,1,7,3,260,482,10,9,1129,1278,8,5,2421,2,0,5,7,1
172,1294,23,1,0,0,13,6,1879,2095,3,7,989,1620,4,14,437,4,4,8,5,1
173,2141,25,1,1,0,6,3,1848,1316,39,2,571,1973,9,7,2467,1,0,1,0,0
174,2157,8,0,1,0,15,1,1514,982,41,8,1007,2129,3,10,1751,2,0,3,7,1
