id,Job_Title,jobCategory,Age,Gender,Status,Employee_Type,Educational_Level,experiance,Prefer_Shift,crossFunctionlTeamAreas,Training,Salary,Work_Hours,amountOfAutometedWorkEstimate,amountOfManualWorkEstimate,Leave_Per_Month
24226,checking,B,39,Female,Single,Part Time,Diploma,9,Afternoon,Sales,Other,18937.0,7,87,47,2
24273,checking,B,38,Male,Single,Other,Bsc,22,Afternoon,QA,Formal pre entrence Training,22405.0,11,38,40,8
24346,checking,B,29,Male,Married,Full time,Bsc,43,Night,Sales,Formal pre entrence Training,29227.0,15,55,4,20
24352,desinger,B,30,Male,Married,Other,Bsc,43,Evening,QA,Mentoring,43967.0,16,90,46,18
24363,checking,B,51,Female,Married,Other,Bsc,10,Afternoon,Engineering,Formal pre entrence Training,16217.0,13,40,37,18
24523,desinger,B,26,Female,Single,Part Time,Master's Degree,17,Night,Design,On the Job,20789.0,18,81,5,1
24528,checking,B,34,Male,Married,Part Time,Master's Degree,27,Morning,Sales,Mentoring,23298.0,17,42,58,27
24656,desinger,B,36,Female,Married,Other,Master's Degree,15,Other,Marketing,Non Formal pre entrence Training,20620.0,16,92,42,4
24686,desinger,B,55,Female,Married,Contractor,Master's Degree,40,Afternoon,QA,On the Job,32724.0,19,67,30,23
24711,desinger,B,48,Male,Married,Contractor,Bsc,40,Morning,Manufacturing,On the Job,31406.0,13,98,75,22
24733,desinger,B,52,Female,Married,Part Time,Bsc,24,Night,Marketing,On the Job,31569.0,5,8,8,22
24740,desinger,B,29,Female,Single,Contractor,Master's Degree,33,Other,Manufacturing,Other,26770.0,22,69,47,9
24782,desinger,B,48,Male,Married,Contractor,Diploma,24,Night,Engineering,On the Job,36944.0,22,36,50,2
24869,desinger,B,48,Male,Married,Other,Diploma,12,Evening,Manufacturing,Non Formal pre entrence Training,33795.0,2,50,44,2
24883,checking,B,26,Male,Single,Other,Master's Degree,38,Morning,Design,Other,21394.0,12,32,69,1
24889,desinger,B,28,Female,Single,Helper,Bsc,35,Evening,Material Purchacing,Other,20547.0,2,2,89,13
24906,desinger,B,53,Male,Married,Part Time,Diploma,12,Night,Material Purchacing,Formal pre entrence Training,38469.0,2,42,68,28
24941,checking,B,55,Male,Single,Helper,Diploma,20,Other,QA,Mentoring,41522.0,18,92,3,12
24958,desinger,B,42,Male,Married,Part Time,Diploma,28,Afternoon,Material Purchacing,On the Job,16673.0,5,35,2,9
25037,desinger,B,20,Male,Single,Contractor,Bsc,38,Afternoon,Marketing,Other,39193.0,14,67,47,20
25050,desinger,B,30,Female,Single,Helper,Diploma,9,Morning,Sales,Non Formal pre entrence Training,34813.0,3,23,36,6
25063,checking,B,54,Female,Married,Helper,Bsc,7,Other,Engineering,Non Formal pre entrence Training,36369.0,5,59,77,10
25070,checking,B,40,Female,Married,Contractor,Diploma,16,Morning,QA,Non Formal pre entrence Training,34888.0,6,29,88,20
25119,desinger,B,38,Male,Married,Part Time,Diploma,2,Evening,Engineering,Formal pre entrence Training,31306.0,23,82,87,0
25121,checking,B,18,Male,Married,Part Time,Diploma,17,Other,Design,On the Job,20281.0,2,6,23,9
25130,checking,B,16,Male,Married,Other,Bsc,2,Other,Engineering,Non Formal pre entrence Training,19189.0,6,20,59,27
25143,checking,B,24,Female,Single,Full time,Master's Degree,33,Afternoon,Engineering,Non Formal pre entrence Training,35808.0,23,60,70,7
25163,desinger,B,52,Male,Married,Part Time,Bsc,2,Night,QA,Formal pre entrence Training,25077.0,11,90,84,23
25225,desinger,B,19,Female,Single,Other,Bsc,34,Other,Marketing,Formal pre entrence Training,18257.0,5,42,98,8
25232,desinger,B,34,Male,Married,Helper,Diploma,26,Afternoon,Material Purchacing,Mentoring,39012.0,18,5,87,22
25237,checking,B,36,Male,Single,Full time,Master's Degree,14,Evening,Design,Formal pre entrence Training,37974.0,24,90,76,10
25273,checking,B,41,Male,Married,Full time,Diploma,1,Other,Marketing,Non Formal pre entrence Training,49745.0,10,58,38,12
25356,desinger,B,31,Male,Single,Other,Master's Degree,8,Evening,Engineering,Non Formal pre entrence Training,35614.0,18,53,90,15
25387,checking,B,38,Male,Single,Contractor,Master's Degree,1,Morning,Marketing,Formal pre entrence Training,38528.0,5,14,43,0
25442,checking,B,36,Female,Married,Part Time,Bsc,19,Morning,Marketing,Other,41943.0,15,10,91,11
25444,desinger,B,43,Female,Married,Contractor,Bsc,40,Morning,Marketing,On the Job,21786.0,13,53,100,25
25611,desinger,B,50,Male,Married,Part Time,Master's Degree,17,Other,Design,Mentoring,30589.0,6,83,83,3
25636,desinger,B,27,Female,Single,Other,Master's Degree,19,Other,Marketing,Mentoring,48682.0,17,41,20,4
25655,checking,B,16,Male,Single,Helper,Master's Degree,43,Evening,Manufacturing,Formal pre entrence Training,26243.0,13,30,21,12
25677,desinger,B,43,Male,Married,Part Time,Master's Degree,28,Other,QA,Formal pre entrence Training,24171.0,9,17,45,12
25697,checking,B,53,Female,Married,Part Time,Master's Degree,29,Night,QA,Non Formal pre entrence Training,27746.0,7,88,16,26
25751,desinger,B,33,Female,Single,Full time,Bsc,23,Other,Design,Formal pre entrence Training,19249.0,16,77,79,0
25793,desinger,B,49,Male,Married,Full time,Master's Degree,11,Afternoon,Marketing,Formal pre entrence Training,18160.0,9,7,8,9
25836,desinger,B,50,Male,Married,Full time,Diploma,20,Evening,Manufacturing,Mentoring,47846.0,16,64,87,23
25869,checking,B,59,Female,Married,Other,Diploma,3,Evening,Manufacturing,Formal pre entrence Training,25638.0,11,18,18,10
25891,desinger,B,16,Male,Single,Full time,Diploma,18,Evening,Material Purchacing,Non Formal pre entrence Training,19711.0,4,73,66,6
25984,desinger,B,50,Male,Single,Other,Bsc,29,Morning,QA,Mentoring,44984.0,21,40,78,2
26071,checking,B,36,Male,Single,Other,Bsc,37,Night,QA,Mentoring,25660.0,19,99,25,7
26143,desinger,B,39,Female,Married,Full time,Bsc,39,Other,Sales,On the Job,44593.0,16,80,38,1
26180,desinger,B,24,Female,Married,Part Time,Diploma,37,Night,Engineering,Non Formal pre entrence Training,24358.0,23,44,31,21
26239,desinger,B,37,Female,Married,Helper,Diploma,37,Morning,Sales,Other,36811.0,17,40,89,19
26255,desinger,B,59,Female,Married,Part Time,Master's Degree,40,Other,Manufacturing,On the Job,15437.0,2,93,55,16
26454,checking,B,37,Male,Single,Part Time,Diploma,28,Evening,Marketing,Other,15244.0,21,21,7,7
26559,checking,B,21,Female,Single,Full time,Bsc,33,Afternoon,QA,Formal pre entrence Training,42544.0,20,84,6,10
26632,checking,B,47,Male,Single,Other,Diploma,15,Evening,Sales,Formal pre entrence Training,44397.0,22,51,98,10
26703,checking,B,58,Male,Single,Helper,Master's Degree,24,Afternoon,Sales,Mentoring,18348.0,7,5,50,21
26872,checking,B,35,Female,Married,Contractor,Diploma,33,Evening,Material Purchacing,Formal pre entrence Training,15268.0,23,82,61,18
27019,desinger,B,39,Female,Married,Full time,Diploma,27,Other,Marketing,Mentoring,34235.0,23,14,95,22
27043,desinger,B,55,Female,Married,Helper,Bsc,42,Evening,Engineering,Non Formal pre entrence Training,48031.0,22,73,97,27
27047,desinger,B,56,Female,Single,Contractor,Master's Degree,38,Evening,Design,On the Job,19455.0,16,28,28,0
27055,desinger,B,48,Male,Single,Part Time,Diploma,13,Evening,Marketing,Other,21957.0,5,97,98,22
27164,checking,B,49,Male,Married,Other,Diploma,14,Night,QA,Other,36134.0,13,66,47,23
27204,checking,B,51,Female,Married,Full time,Master's Degree,4,Evening,Marketing,Formal pre entrence Training,45462.0,24,72,64,21
27209,checking,B,24,Male,Single,Full time,Bsc,26,Afternoon,Material Purchacing,Non Formal pre entrence Training,23675.0,24,92,41,2
27275,checking,B,32,Female,Married,Helper,Diploma,8,Night,Marketing,Mentoring,31425.0,3,53,85,5
27278,desinger,B,44,Male,Single,Other,Bsc,10,Night,Material Purchacing,Non Formal pre entrence Training,17667.0,24,97,76,7
27437,desinger,B,17,Female,Single,Other,Bsc,8,Morning,Design,On the Job,30589.0,12,53,6,20
27444,desinger,B,39,Female,Married,Other,Bsc,21,Night,Sales,Mentoring,40117.0,2,42,72,2
27537,desinger,B,22,Female,Married,Helper,Diploma,19,Morning,Engineering,On the Job,43432.0,11,60,99,14
27574,desinger,B,47,Male,Married,Part Time,Bsc,40,Afternoon,Design,Other,41758.0,18,12,18,8
27593,checking,B,23,Female,Single,Part Time,Diploma,33,Morning,Sales,Mentoring,22634.0,16,77,21,22
27631,checking,B,31,Female,Single,Helper,Master's Degree,33,Night,Design,Non Formal pre entrence Training,32275.0,13,31,4,10
27660,checking,B,56,Male,Single,Helper,Bsc,28,Evening,Material Purchacing,On the Job,27385.0,3,85,23,8
27699,desinger,B,48,Female,Married,Contractor,Master's Degree,24,Afternoon,QA,On the Job,28065.0,24,57,69,6
27742,desinger,B,52,Female,Married,Contractor,Master's Degree,33,Other,Design,On the Job,18374.0,13,30,94,11
27814,checking,B,33,Male,Single,Helper,Diploma,25,Other,QA,Non Formal pre entrence Training,27569.0,13,100,40,2
27833,desinger,B,31,Male,Married,Helper,Diploma,39,Night,Sales,On the Job,24173.0,2,16,35,23
27904,desinger,B,34,Male,Single,Full time,Master's Degree,15,Night,Engineering,On the Job,31910.0,6,89,59,10
27949,checking,B,29,Male,Single,Part Time,Master's Degree,10,Evening,Engineering,On the Job,27498.0,9,50,74,1
27966,checking,B,21,Female,Married,Part Time,Master's Degree,7,Morning,Manufacturing,Other,45390.0,3,3,59,16
28003,desinger,B,37,Female,Single,Part Time,Master's Degree,17,Morning,Marketing,Non Formal pre entrence Training,24685.0,3,98,43,26
28055,checking,B,33,Male,Single,Other,Bsc,21,Morning,Design,Formal pre entrence Training,31776.0,12,90,2,12
28175,desinger,B,47,Female,Single,Helper,Bsc,22,Night,Material Purchacing,Other,34394.0,11,9,76,0
28248,desinger,B,24,Male,Married,Helper,Bsc,40,Night,Design,Other,28019.0,8,70,21,11
28326,checking,B,25,Female,Married,Helper,Diploma,20,Night,QA,Other,22573.0,1,21,58,10
28411,checking,B,50,Female,Married,Full time,Master's Degree,33,Night,Manufacturing,Formal pre entrence Training,15188.0,1,29,92,13
28426,checking,B,46,Male,Married,Part Time,Master's Degree,25,Evening,Engineering,Mentoring,37384.0,12,5,23,26
28497,checking,B,30,Female,Married,Other,Master's Degree,31,Other,Sales,On the Job,21683.0,16,16,47,16
28539,checking,B,30,Male,Single,Contractor,Diploma,21,Other,Design,Formal pre entrence Training,35704.0,13,47,12,15
28579,desinger,B,19,Female,Single,Part Time,Bsc,30,Evening,Sales,On the Job,25931.0,7,1,86,0
28761,desinger,B,43,Male,Single,Full time,Diploma,8,Morning,QA,Other,35973.0,20,94,44,13
28763,desinger,B,31,Male,Single,Other,Diploma,4,Morning,Design,Non Formal pre entrence Training,24328.0,18,18,39,1
28845,checking,B,44,Male,Single,Full time,Bsc,36,Other,Design,Formal pre entrence Training,48314.0,18,34,74,20
28969,desinger,B,20,Male,Single,Full time,Master's Degree,38,Night,Design,Formal pre entrence Training,22154.0,19,52,82,26
29019,desinger,B,57,Female,Single,Helper,Diploma,43,Afternoon,Sales,Non Formal pre entrence Training,22621.0,9,60,78,16
29153,desinger,B,56,Male,Married,Other,Bsc,7,Afternoon,Marketing,Other,29830.0,20,81,43,10
29218,desinger,B,21,Female,Single,Part Time,Bsc,37,Night,Material Purchacing,Other,26610.0,2,78,2,20
29224,desinger,B,23,Female,Single,Part Time,Master's Degree,0,Night,Material Purchacing,Formal pre entrence Training,17430.0,16,26,21,27
29234,desinger,B,57,Female,Single,Other,Diploma,35,Night,Marketing,Formal pre entrence Training,35029.0,17,6,57,20
29238,desinger,B,37,Female,Single,Other,Diploma,29,Other,Marketing,Mentoring,18128.0,22,94,4,16
29244,checking,B,29,Female,Single,Contractor,Master's Degree,5,Other,Sales,On the Job,25267.0,16,10,7,17
29250,desinger,B,57,Male,Single,Contractor,Diploma,36,Afternoon,Sales,Formal pre entrence Training,32472.0,11,55,27,8
29271,checking,B,51,Female,Married,Part Time,Diploma,9,Evening,Manufacturing,Formal pre entrence Training,45805.0,8,2,24,15
29278,checking,B,27,Female,Single,Other,Master's Degree,7,Evening,QA,On the Job,43510.0,7,9,5,13
29306,desinger,B,19,Female,Single,Full time,Diploma,19,Night,Manufacturing,Non Formal pre entrence Training,44909.0,18,33,6,13
29310,checking,B,21,Female,Married,Part Time,Bsc,23,Other,Marketing,Other,47546.0,13,38,95,21
29368,desinger,B,36,Female,Married,Helper,Master's Degree,13,Evening,Design,Mentoring,35669.0,6,22,12,23
29389,desinger,B,36,Male,Married,Full time,Master's Degree,34,Afternoon,Engineering,Formal pre entrence Training,44545.0,22,29,67,18
29398,checking,B,19,Female,Single,Part Time,Bsc,29,Other,Manufacturing,Other,46100.0,17,14,72,4
29400,desinger,B,53,Female,Married,Full time,Diploma,11,Evening,Manufacturing,Non Formal pre entrence Training,44833.0,3,74,55,3
29419,desinger,B,56,Female,Married,Contractor,Diploma,21,Night,Engineering,On the Job,39706.0,18,5,31,29
29502,checking,B,53,Female,Married,Full time,Diploma,5,Night,Engineering,Non Formal pre entrence Training,42601.0,22,8,39,27
29517,desinger,B,31,Male,Single,Full time,Bsc,20,Other,Sales,Formal pre entrence Training,49313.0,21,57,38,15
29600,checking,B,32,Male,Married,Other,Master's Degree,6,Other,Manufacturing,Mentoring,25555.0,5,74,36,6
29615,desinger,B,53,Female,Married,Contractor,Bsc,7,Night,Design,Formal pre entrence Training,34406.0,21,63,96,5
29616,checking,B,53,Female,Single,Helper,Bsc,27,Afternoon,QA,Non Formal pre entrence Training,32395.0,21,37,33,22
29670,checking,B,58,Male,Single,Contractor,Master's Degree,19,Night,Marketing,Formal pre entrence Training,42793.0,14,78,90,4
29751,desinger,B,17,Female,Married,Part Time,Master's Degree,16,Morning,Material Purchacing,Formal pre entrence Training,24252.0,3,49,61,22
29780,desinger,B,48,Female,Single,Part Time,Diploma,18,Night,Marketing,Non Formal pre entrence Training,21542.0,6,17,72,12
29853,desinger,B,34,Female,Married,Full time,Diploma,24,Night,Material Purchacing,Formal pre entrence Training,39205.0,15,16,32,22
29867,checking,B,22,Female,Married,Other,Diploma,8,Evening,Material Purchacing,Non Formal pre entrence Training,18403.0,23,63,99,28
29903,checking,B,27,Male,Married,Part Time,Diploma,12,Evening,Manufacturing,On the Job,40610.0,11,94,50,19
29909,checking,B,39,Male,Single,Contractor,Diploma,17,Evening,Engineering,On the Job,25391.0,4,77,64,1
194,Production Manager,A,35,Female,Single,Other,Master's Degree,9,Evening,QA,Other,97028.0,17,87,7,29
207,Production Supervisor,A,27,Female,Married,Part Time,Master's Degree,36,Afternoon,Manufacturing,Other,91027.0,16,64,37,28
455,Production Manager,A,43,Male,Single,Other,Master's Degree,17,Night,Marketing,Formal pre entrence Training,84646.0,11,4,56,0
735,Production Manager,A,37,Male,Single,Contractor,Master's Degree,0,Night,Design,Mentoring,84759.0,5,22,2,4
886,Production Supervisor,A,31,Female,Married,Helper,Bsc,30,Other,QA,Mentoring,84889.0,1,83,30,4
902,Production Supervisor,A,16,Female,Married,Contractor,Bsc,0,Other,Design,Other,90402.0,2,4,75,12
999,Production Supervisor,A,45,Female,Married,Contractor,Bsc,15,Afternoon,Marketing,On the Job,85832.0,4,29,90,21
1037,Production Assistent,A,24,Female,Married,Part Time,Master's Degree,23,Other,Sales,Mentoring,75344.0,13,19,97,12
1110,Production Supervisor,A,56,Male,Married,Contractor,Bsc,29,Afternoon,Sales,On the Job,95034.0,20,37,55,9
1149,Production Supervisor,A,34,Female,Married,Part Time,Bsc,36,Morning,Manufacturing,Non Formal pre entrence Training,78173.0,17,13,51,14
1182,Production Supervisor,A,52,Female,Married,Contractor,Bsc,12,Night,QA,On the Job,80522.0,23,21,56,16
1300,Production Manager,A,37,Female,Married,Contractor,Master's Degree,4,Evening,Manufacturing,Other,95796.0,8,91,10,27
1345,Production Supervisor,A,51,Male,Married,Helper,Master's Degree,14,Morning,QA,Non Formal pre entrence Training,94723.0,16,66,89,20
1653,Production Assistent,A,33,Female,Single,Part Time,Bsc,7,Night,QA,On the Job,95813.0,1,33,97,27
1749,Production Manager,A,23,Male,Married,Full time,Master's Degree,35,Morning,Design,Mentoring,88544.0,2,25,89,20
2040,Production Assistent,A,23,Female,Single,Part Time,Bsc,2,Night,Manufacturing,Formal pre entrence Training,92139.0,2,76,49,22
2153,Production Manager,A,37,Male,Single,Other,Bsc,2,Evening,Material Purchacing,On the Job,85584.0,4,55,17,14
2184,Production Assistent,A,25,Female,Single,Other,Bsc,17,Night,Marketing,Other,93798.0,2,37,93,7
2361,Production Supervisor,A,44,Male,Single,Contractor,Master's Degree,4,Afternoon,QA,Mentoring,86363.0,10,36,95,4
2445,Production Assistent,A,16,Male,Single,Contractor,Bsc,23,Afternoon,Marketing,Mentoring,83510.0,5,66,76,13
2488,Production Manager,A,38,Male,Single,Part Time,Master's Degree,10,Morning,Material Purchacing,Other,89252.0,16,79,16,14
2558,Production Assistent,A,35,Female,Single,Helper,Bsc,8,Afternoon,Sales,Mentoring,75137.0,12,26,25,12
2720,Production Manager,A,51,Female,Married,Full time,Master's Degree,19,Evening,Marketing,Mentoring,79376.0,4,95,6,9
2751,Production Assistent,A,19,Female,Married,Full time,Bsc,3,Evening,Sales,Formal pre entrence Training,79128.0,5,79,59,25
2857,Production Manager,A,20,Male,Single,Contractor,Master's Degree,36,Night,Sales,Non Formal pre entrence Training,80665.0,1,68,93,19
3016,Production Assistent,A,17,Male,Single,Full time,Master's Degree,1,Night,Material Purchacing,Formal pre entrence Training,89598.0,22,57,32,27
3067,Production Supervisor,A,46,Male,Married,Contractor,Bsc,24,Evening,Marketing,Formal pre entrence Training,89670.0,6,22,92,9
3659,Production Assistent,A,50,Female,Married,Helper,Master's Degree,15,Morning,Marketing,Non Formal pre entrence Training,90278.0,12,92,10,24
3666,Production Supervisor,A,20,Male,Married,Other,Bsc,0,Evening,Material Purchacing,Mentoring,94023.0,5,5,3,7
3754,Production Supervisor,A,57,Female,Single,Part Time,Master's Degree,35,Morning,Material Purchacing,Other,95226.0,10,16,88,1
3823,Production Supervisor,A,43,Male,Single,Other,Master's Degree,31,Night,Engineering,Non Formal pre entrence Training,98492.0,16,52,58,19
4016,Production Supervisor,A,33,Female,Married,Contractor,Master's Degree,28,Other,QA,Formal pre entrence Training,78578.0,3,64,48,12
4099,Production Manager,A,59,Male,Married,Helper,Bsc,5,Morning,Material Purchacing,Other,76594.0,6,19,43,6
4223,Production Supervisor,A,57,Male,Single,Full time,Master's Degree,35,Evening,Sales,Mentoring,78805.0,9,19,8,21
4275,Production Manager,A,44,Female,Married,Helper,Master's Degree,16,Evening,Engineering,Other,90728.0,12,33,39,14
4309,Production Assistent,A,43,Male,Married,Contractor,Bsc,39,Afternoon,QA,Formal pre entrence Training,79793.0,5,41,88,25
4341,Production Assistent,A,52,Male,Single,Helper,Master's Degree,13,Other,Material Purchacing,On the Job,93962.0,24,29,83,8
4354,Production Manager,A,21,Male,Single,Other,Bsc,26,Night,Sales,Non Formal pre entrence Training,79283.0,1,95,78,7
4404,Production Supervisor,A,50,Female,Single,Contractor,Master's Degree,3,Morning,QA,Formal pre entrence Training,81152.0,13,42,61,21
4425,Production Assistent,A,58,Male,Single,Other,Bsc,36,Other,Design,Non Formal pre entrence Training,82936.0,18,32,85,14
4426,Production Supervisor,A,16,Male,Single,Other,Master's Degree,42,Afternoon,Design,Non Formal pre entrence Training,83334.0,5,66,8,14
4431,Production Manager,A,56,Female,Married,Contractor,Master's Degree,12,Morning,Material Purchacing,Formal pre entrence Training,81909.0,19,2,55,7
4449,Production Supervisor,A,32,Male,Single,Helper,Master's Degree,34,Night,Sales,Non Formal pre entrence Training,96042.0,2,19,96,29
4765,Production Manager,A,48,Male,Single,Full time,Bsc,15,Afternoon,Sales,Other,75979.0,14,25,90,2
4771,Production Supervisor,A,57,Female,Married,Helper,Master's Degree,15,Afternoon,QA,Other,91137.0,24,55,52,18
4821,Production Manager,A,55,Male,Single,Contractor,Bsc,8,Night,Manufacturing,Other,77254.0,23,72,10,24
4861,Production Supervisor,A,59,Male,Single,Helper,Bsc,27,Afternoon,QA,Mentoring,80169.0,15,3,68,9
5059,Production Supervisor,A,22,Female,Married,Other,Bsc,4,Afternoon,Sales,Other,82852.0,7,46,13,11
5117,Production Supervisor,A,54,Female,Single,Part Time,Bsc,28,Other,QA,Other,90725.0,13,13,41,12
5228,Production Assistent,A,56,Male,Married,Other,Bsc,7,Evening,Sales,Non Formal pre entrence Training,79643.0,16,55,37,0
5344,Production Assistent,A,54,Male,Single,Part Time,Bsc,19,Afternoon,Marketing,On the Job,78817.0,9,100,42,9
5503,Production Assistent,A,21,Male,Single,Helper,Bsc,31,Morning,Marketing,Other,92085.0,5,44,49,7
5504,Production Assistent,A,59,Male,Single,Full time,Bsc,8,Evening,Sales,Non Formal pre entrence Training,98040.0,14,40,62,23
5620,Production Manager,A,23,Female,Single,Contractor,Bsc,16,Afternoon,Engineering,Formal pre entrence Training,82875.0,13,27,84,13
5739,Production Manager,A,28,Male,Single,Helper,Master's Degree,7,Afternoon,Design,On the Job,76107.0,18,24,59,11
5902,Production Manager,A,42,Female,Single,Part Time,Bsc,0,Morning,Engineering,Mentoring,95560.0,7,49,44,13
5923,Production Assistent,A,54,Male,Married,Helper,Master's Degree,18,Afternoon,QA,On the Job,75609.0,3,79,68,6
5977,Production Assistent,A,16,Female,Married,Other,Bsc,16,Evening,Sales,Formal pre entrence Training,84804.0,12,90,41,2
5983,Production Supervisor,A,40,Female,Married,Part Time,Master's Degree,25,Afternoon,Material Purchacing,Mentoring,85650.0,4,17,33,18
5986,Production Manager,A,49,Male,Married,Helper,Master's Degree,5,Night,Engineering,Other,95788.0,14,8,69,22
6060,Production Supervisor,A,32,Male,Married,Contractor,Master's Degree,7,Other,Design,Mentoring,98920.0,4,8,28,22
6065,Production Manager,A,45,Male,Married,Helper,Bsc,9,Other,Marketing,Other,85787.0,8,90,44,14
6137,Production Assistent,A,30,Male,Married,Contractor,Bsc,30,Afternoon,Manufacturing,On the Job,82852.0,1,23,40,3
6139,Production Supervisor,A,38,Male,Single,Part Time,Bsc,28,Night,Marketing,Formal pre entrence Training,91030.0,9,61,32,22
6190,Production Supervisor,A,52,Female,Single,Part Time,Master's Degree,10,Morning,Sales,Formal pre entrence Training,90346.0,15,94,24,29
6224,Production Assistent,A,43,Female,Married,Contractor,Bsc,25,Other,QA,Other,94944.0,23,89,78,1
6377,Production Assistent,A,43,Male,Single,Contractor,Bsc,15,Evening,Material Purchacing,Mentoring,76213.0,21,94,3,22
6396,Production Assistent,A,35,Female,Single,Other,Bsc,31,Afternoon,Material Purchacing,On the Job,95519.0,21,94,44,17
6408,Production Manager,A,28,Male,Married,Part Time,Master's Degree,3,Morning,Material Purchacing,Non Formal pre entrence Training,77578.0,19,63,71,12
6429,Production Assistent,A,44,Female,Married,Full time,Bsc,38,Evening,Design,Non Formal pre entrence Training,96314.0,6,17,97,23
6482,Production Assistent,A,52,Female,Single,Other,Bsc,3,Other,Design,Mentoring,75397.0,6,85,24,16
6928,Production Manager,A,53,Male,Married,Full time,Master's Degree,38,Evening,Sales,Mentoring,97658.0,9,83,87,12
7201,Production Manager,A,57,Female,Single,Part Time,Bsc,35,Evening,Material Purchacing,Non Formal pre entrence Training,77196.0,18,73,97,0
7311,Production Manager,A,39,Female,Married,Contractor,Bsc,11,Afternoon,QA,Formal pre entrence Training,81051.0,20,30,34,17
7380,Production Supervisor,A,52,Male,Single,Other,Bsc,15,Afternoon,Sales,Formal pre entrence Training,78631.0,21,70,9,27
7381,Production Manager,A,35,Female,Single,Full time,Bsc,16,Other,Material Purchacing,On the Job,80774.0,9,12,1,3
7419,Production Manager,A,33,Male,Married,Other,Bsc,36,Afternoon,Design,Formal pre entrence Training,76267.0,3,32,69,22
7511,Production Supervisor,A,59,Male,Married,Helper,Master's Degree,0,Other,Sales,Non Formal pre entrence Training,89626.0,13,45,28,0
7521,Production Assistent,A,33,Male,Married,Contractor,Master's Degree,14,Other,Manufacturing,Non Formal pre entrence Training,78972.0,10,82,21,28
7562,Production Supervisor,A,40,Male,Single,Contractor,Master's Degree,39,Evening,Manufacturing,Formal pre entrence Training,90710.0,5,52,42,0
7568,Production Supervisor,A,56,Male,Single,Helper,Bsc,25,Evening,Marketing,Formal pre entrence Training,91192.0,15,34,20,22
7577,Production Manager,A,40,Male,Married,Full time,Master's Degree,40,Other,Material Purchacing,On the Job,77506.0,1,73,49,5
7582,Production Assistent,A,35,Male,Single,Helper,Bsc,38,Evening,Marketing,Mentoring,99768.0,5,76,87,10
7684,Production Supervisor,A,51,Male,Single,Other,Bsc,19,Afternoon,Manufacturing,Non Formal pre entrence Training,93458.0,5,4,68,10
7711,Production Manager,A,19,Male,Married,Contractor,Bsc,33,Other,Manufacturing,On the Job,82009.0,3,15,17,14
7830,Production Assistent,A,49,Female,Single,Part Time,Master's Degree,35,Afternoon,QA,Formal pre entrence Training,88593.0,11,34,29,1
7833,Production Supervisor,A,33,Male,Single,Full time,Bsc,22,Morning,Marketing,Mentoring,99112.0,13,62,97,5
8026,Production Assistent,A,39,Female,Single,Part Time,Bsc,4,Evening,Material Purchacing,Mentoring,83214.0,20,30,33,5
8344,Production Manager,A,47,Male,Single,Helper,Master's Degree,11,Afternoon,Marketing,Non Formal pre entrence Training,82326.0,6,42,61,16
8415,Production Manager,A,28,Female,Married,Helper,Master's Degree,16,Night,Sales,On the Job,87478.0,15,37,12,8
8511,Production Manager,A,23,Male,Married,Part Time,Master's Degree,18,Afternoon,Sales,Other,98347.0,4,84,46,1
8538,Production Manager,A,42,Male,Single,Helper,Bsc,29,Evening,Sales,Other,75579.0,10,76,91,20
8661,Production Manager,A,48,Male,Single,Contractor,Bsc,5,Evening,Sales,Formal pre entrence Training,95990.0,9,25,23,5
8894,Production Supervisor,A,27,Male,Married,Contractor,Bsc,31,Other,Sales,Formal pre entrence Training,78616.0,24,30,20,18
8945,Production Supervisor,A,17,Male,Single,Contractor,Bsc,13,Other,QA,Other,93447.0,17,13,1,18
8993,Production Manager,A,18,Male,Married,Other,Master's Degree,3,Other,Sales,Formal pre entrence Training,97020.0,2,53,55,25
9151,Production Assistent,A,42,Male,Married,Other,Bsc,43,Morning,Marketing,Mentoring,99886.0,11,4,16,1
9280,Production Supervisor,A,44,Male,Single,Contractor,Bsc,3,Morning,Engineering,Other,82323.0,8,49,30,22
9325,Production Assistent,A,18,Male,Married,Full time,Master's Degree,38,Afternoon,Material Purchacing,Mentoring,91258.0,15,50,62,7
9697,Production Manager,A,29,Male,Single,Other,Master's Degree,38,Morning,Material Purchacing,Non Formal pre entrence Training,93085.0,17,15,95,29
9765,Production Assistent,A,20,Female,Single,Other,Bsc,42,Evening,Sales,Formal pre entrence Training,98145.0,16,12,47,2
9801,Production Assistent,A,37,Female,Single,Part Time,Bsc,29,Other,Sales,Formal pre entrence Training,89384.0,16,13,57,23
9918,Production Manager,A,52,Male,Married,Helper,Master's Degree,16,Other,Sales,Non Formal pre entrence Training,96398.0,14,27,47,19
10105,Production Assistent,A,25,Male,Single,Contractor,Bsc,23,Morning,QA,Non Formal pre entrence Training,78163.0,3,32,95,12
10159,Production Manager,A,58,Male,Single,Part Time,Bsc,40,Evening,Engineering,Formal pre entrence Training,95588.0,19,4,59,8
10212,Production Supervisor,A,48,Female,Single,Part Time,Master's Degree,41,Afternoon,Engineering,Mentoring,79866.0,16,27,64,27
10243,Production Manager,A,21,Female,Single,Helper,Bsc,24,Other,Engineering,Formal pre entrence Training,90282.0,7,5,46,28
10321,Production Manager,A,43,Male,Married,Full time,Master's Degree,28,Other,Sales,Other,87312.0,10,48,23,19
